method,intersection_id,city,topology,lane_profile,risk_level,overflow_count,overflow_duration_minutes,overflow_switch_success,throughput,stop_frequency,average_delay_seconds,safety_violation_rate,setting,setting_description
calibrated_sim_plus_domain_randomization_plus_opm,city2_i01,city_2,3way,severe_imbalance,high,17868.3957,306.9565,0.8469,12636.1784,0.3305,75.3217,0.1619,V4,snow weather gap
default_sim,city2_i02,city_2,4way,severe_imbalance,high,29569.2792,510.9141,0.511,18453.3325,1.2354,288.4635,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city2_i02,city_2,4way,severe_imbalance,high,19406.1822,330.4138,0.8465,19383.7797,1.0557,240.5839,0.1623,V4,snow weather gap
default_sim,city2_i03,city_2,4way,mild_imbalance,high,29797.6228,512.281,0.5139,19601.9838,0.9284,216.7798,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city2_i03,city_2,4way,mild_imbalance,high,19040.1514,323.7811,0.8471,20627.744,0.7888,179.6526,0.1573,V4,snow weather gap
default_sim,city2_i04,city_2,3way,mild_imbalance,medium,16248.439,277.7555,0.5244,11236.806,0.1185,27.6628,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city2_i04,city_2,3way,mild_imbalance,medium,10042.6185,170.6576,0.8496,11844.289,0.0998,22.7223,0.151,V4,snow weather gap
default_sim,city3_i01,city_3,4way,balanced,medium,30060.8481,514.5453,0.5113,21824.3743,0.7836,182.976,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i01,city_3,4way,balanced,medium,18598.1057,315.5786,0.8466,23036.6503,0.6613,150.452,0.1508,V4,snow weather gap
default_sim,city3_i02,city_3,4way,mild_imbalance,medium,29787.6233,512.195,0.5139,19601.9838,0.9284,216.7798,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i02,city_3,4way,mild_imbalance,medium,18250.6547,313.4289,0.8471,20675.9732,0.7841,178.4404,0.1519,V4,snow weather gap
default_sim,city3_i03,city_3,3way,balanced,low,2151.0733,37.3199,0.5298,11236.806,0.0723,16.8915,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i03,city_3,3way,balanced,low,1280.6625,22.1764,0.8508,11874.6716,0.0604,13.7419,0.1438,V4,snow weather gap
default_sim,city3_i04,city_3,4way,mild_imbalance,medium,29496.61,509.6916,0.5139,19601.9838,0.9284,216.7798,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i04,city_3,4way,mild_imbalance,medium,18401.7248,314.7212,0.8471,20675.9732,0.7841,178.4404,0.1519,V4,snow weather gap
default_sim,city3_i05,city_3,4way,severe_imbalance,high,30008.5352,514.6926,0.511,18453.3325,1.2354,288.4635,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i05,city_3,4way,severe_imbalance,high,19458.2446,329.4058,0.8465,19402.0107,1.0532,239.9362,0.1601,V4,snow weather gap
default_sim,city3_i06,city_3,3way,balanced,low,2199.4609,37.7361,0.5298,11236.806,0.0723,16.8915,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i06,city_3,3way,balanced,low,1277.1209,22.146,0.8508,11874.6716,0.0604,13.7419,0.1438,V4,snow weather gap
default_sim,city3_i07,city_3,4way,balanced,medium,29886.9173,513.0491,0.5113,21824.3743,0.7836,182.976,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i07,city_3,4way,balanced,medium,18437.7585,314.2072,0.8466,23036.6503,0.6613,150.452,0.1508,V4,snow weather gap
default_sim,city3_i08,city_3,4way,mild_imbalance,medium,29363.9177,508.5502,0.5139,19601.9838,0.9284,216.7798,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i08,city_3,4way,mild_imbalance,medium,18233.6511,313.2834,0.8471,20675.9732,0.7841,178.4404,0.1519,V4,snow weather gap
default_sim,city3_i09,city_3,3way,mild_imbalance,medium,16047.7582,276.0292,0.5244,11236.806,0.1185,27.6628,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i09,city_3,3way,mild_imbalance,medium,9933.4725,169.1496,0.8496,11852.4687,0.0997,22.6765,0.1494,V4,snow weather gap
default_sim,city3_i10,city_3,4way,balanced,medium,29754.5966,511.9109,0.5113,21824.3743,0.7836,182.976,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i10,city_3,4way,balanced,medium,18043.1096,310.8319,0.8466,23036.6503,0.6613,150.452,0.1508,V4,snow weather gap
default_sim,city3_i11,city_3,4way,balanced,low,30090.1009,514.7969,0.5113,21824.3743,0.7836,182.976,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i11,city_3,4way,balanced,low,17798.2273,306.9521,0.8466,23063.2511,0.6594,149.9452,0.1481,V4,snow weather gap
default_sim,city3_i12,city_3,4way,mild_imbalance,medium,29585.0152,510.4521,0.5139,19601.9838,0.9284,216.7798,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i12,city_3,4way,mild_imbalance,medium,18188.8551,312.9002,0.8471,20675.9732,0.7841,178.4404,0.1519,V4,snow weather gap
default_sim,city3_i13,city_3,3way,severe_imbalance,high,27966.8866,479.338,0.5137,11367.0103,0.37,86.3937,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i13,city_3,3way,severe_imbalance,high,17778.5133,303.4625,0.8471,11951.3836,0.3151,71.785,0.1594,V4,snow weather gap
default_sim,city3_i14,city_3,4way,balanced,medium,29479.3955,509.5435,0.5113,21824.3743,0.7836,182.976,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i14,city_3,4way,balanced,medium,18310.0124,313.1146,0.8466,23036.6503,0.6613,150.452,0.1508,V4,snow weather gap
default_sim,city3_i15,city_3,3way,balanced,low,2176.8912,37.5419,0.5298,11236.806,0.0723,16.8915,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i15,city_3,3way,balanced,low,1285.2641,22.216,0.8508,11874.6716,0.0604,13.7419,0.1438,V4,snow weather gap
default_sim,city3_i16,city_3,4way,mild_imbalance,medium,29284.9544,507.8709,0.5139,19601.9838,0.9284,216.7798,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i16,city_3,4way,mild_imbalance,medium,18716.0742,317.4103,0.8471,20675.9732,0.7841,178.4404,0.1519,V4,snow weather gap
default_sim,city3_i17,city_3,4way,severe_imbalance,high,29870.0125,513.501,0.511,18453.3325,1.2354,288.4635,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i17,city_3,4way,severe_imbalance,high,19082.6928,326.2004,0.8465,19402.0107,1.0532,239.9362,0.1601,V4,snow weather gap
default_sim,city3_i18,city_3,3way,mild_imbalance,medium,16093.9469,276.4266,0.5244,11236.806,0.1185,27.6628,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i18,city_3,3way,mild_imbalance,medium,9616.7993,166.434,0.8496,11852.4687,0.0997,22.6765,0.1494,V4,snow weather gap
default_sim,city3_i19,city_3,4way,balanced,medium,29260.9709,507.6646,0.5113,21824.3743,0.7836,182.976,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i19,city_3,4way,balanced,medium,18467.8833,314.4649,0.8466,23036.6503,0.6613,150.452,0.1508,V4,snow weather gap
default_sim,city3_i20,city_3,4way,balanced,low,29666.9867,511.1572,0.5113,21824.3743,0.7836,182.976,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i20,city_3,4way,balanced,low,18261.597,310.9176,0.8466,23063.2511,0.6594,149.9452,0.1481,V4,snow weather gap
default_sim,city3_i21,city_3,3way,mild_imbalance,medium,16275.0218,277.9842,0.5244,11236.806,0.1185,27.6628,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i21,city_3,3way,mild_imbalance,medium,9744.9103,167.5326,0.8496,11852.4687,0.0997,22.6765,0.1494,V4,snow weather gap
default_sim,city1_i01,city_1,4way,balanced,medium,31518.3364,542.5666,0.4968,21279.0892,0.8137,189.9255,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city1_i01,city_1,4way,balanced,medium,21063.4768,354.4155,0.8368,22233.7452,0.6892,156.7915,0.1747,overflow,overflow-focused demand and capacity stress
default_sim,city1_i02,city_1,4way,balanced,medium,31275.1495,540.4787,0.4968,21279.0892,0.8137,189.9255,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city1_i02,city_1,4way,balanced,medium,20611.0064,350.6,0.8368,22233.7452,0.6892,156.7915,0.1747,overflow,overflow-focused demand and capacity stress
default_sim,city1_i03,city_1,4way,mild_imbalance,medium,31606.9942,543.3278,0.4995,19112.2254,0.964,225.0133,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city1_i03,city_1,4way,mild_imbalance,medium,20847.8656,353.355,0.8374,19956.5964,0.817,185.9149,0.1757,overflow,overflow-focused demand and capacity stress
default_sim,city1_i04,city_1,4way,mild_imbalance,medium,31511.9497,542.5118,0.4995,19112.2254,0.964,225.0133,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city1_i04,city_1,4way,mild_imbalance,medium,21252.7524,356.7703,0.8374,19956.5964,0.817,185.9149,0.1757,overflow,overflow-focused demand and capacity stress
default_sim,city1_i05,city_1,4way,severe_imbalance,high,32097.1024,548.1705,0.4965,17992.2734,1.2828,299.4196,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city1_i05,city_1,4way,severe_imbalance,high,21444.6493,363.9972,0.8367,18732.2198,1.0966,249.7639,0.1836,overflow,overflow-focused demand and capacity stress
default_sim,city1_i06,city_1,4way,balanced,medium,32182.3591,548.2679,0.4968,21279.0892,0.8137,189.9255,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city1_i06,city_1,4way,balanced,medium,20925.5112,353.2521,0.8368,22233.7452,0.6892,156.7915,0.1747,overflow,overflow-focused demand and capacity stress
default_sim,city1_i07,city_1,3way,mild_imbalance,medium,17161.2492,293.9521,0.5104,10956.0528,0.1231,28.7135,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city1_i07,city_1,3way,mild_imbalance,medium,11186.5462,189.3435,0.8399,11440.0871,0.1038,23.6236,0.1729,overflow,overflow-focused demand and capacity stress
default_sim,city1_i08,city_1,3way,balanced,low,2322.7144,39.9345,0.5159,10956.0528,0.0751,17.533,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city1_i08,city_1,3way,balanced,low,1508.12,25.4186,0.8411,11459.6448,0.0629,14.3228,0.1674,overflow,overflow-focused demand and capacity stress
default_sim,city1_i09,city_1,4way,balanced,medium,31263.6987,540.3804,0.4968,21279.0892,0.8137,189.9255,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city1_i09,city_1,4way,balanced,medium,21301.5172,356.4229,0.8368,22233.7452,0.6892,156.7915,0.1747,overflow,overflow-focused demand and capacity stress
default_sim,city1_i10,city_1,4way,severe_imbalance,high,32034.237,547.6308,0.4965,17992.2734,1.2828,299.4196,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city1_i10,city_1,4way,severe_imbalance,high,21387.1132,363.5126,0.8367,18732.2198,1.0966,249.7639,0.1836,overflow,overflow-focused demand and capacity stress
default_sim,city1_i11,city_1,3way,mild_imbalance,medium,16869.187,291.4445,0.5104,10956.0528,0.1231,28.7135,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city1_i11,city_1,3way,mild_imbalance,medium,11338.4908,190.628,0.8399,11440.0871,0.1038,23.6236,0.1729,overflow,overflow-focused demand and capacity stress
default_sim,city1_i12,city_1,4way,balanced,medium,31477.2345,542.2138,0.4968,21279.0892,0.8137,189.9255,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city1_i12,city_1,4way,balanced,medium,20936.9208,353.3483,0.8368,22233.7452,0.6892,156.7915,0.1747,overflow,overflow-focused demand and capacity stress
default_sim,city1_i13,city_1,4way,balanced,low,31597.2255,543.244,0.4968,21279.0892,0.8137,189.9255,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city1_i13,city_1,4way,balanced,low,20578.7255,348.5917,0.8368,22257.1769,0.6874,156.3161,0.1721,overflow,overflow-focused demand and capacity stress
default_sim,city1_i14,city_1,3way,mild_imbalance,medium,17184.3546,294.1504,0.5104,10956.0528,0.1231,28.7135,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city1_i14,city_1,3way,mild_imbalance,medium,11284.9813,190.1757,0.8399,11440.0871,0.1038,23.6236,0.1729,overflow,overflow-focused demand and capacity stress
default_sim,city1_i15,city_1,4way,balanced,medium,31220.0589,540.0057,0.4968,21279.0892,0.8137,189.9255,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city1_i15,city_1,4way,balanced,medium,20913.069,353.1472,0.8368,22233.7452,0.6892,156.7915,0.1747,overflow,overflow-focused demand and capacity stress
default_sim,city1_i16,city_1,3way,severe_imbalance,high,29144.6164,503.9396,0.4997,11016.9198,0.3731,87.0816,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city1_i16,city_1,3way,severe_imbalance,high,19919.6494,338.0894,0.8374,11469.9993,0.3185,72.5502,0.1828,overflow,overflow-focused demand and capacity stress
default_sim,city1_i17,city_1,4way,balanced,low,31580.3939,543.0995,0.4968,21279.0892,0.8137,189.9255,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city1_i17,city_1,4way,balanced,low,20973.9028,351.9254,0.8368,22257.1769,0.6874,156.3161,0.1721,overflow,overflow-focused demand and capacity stress
default_sim,city1_i18,city_1,3way,mild_imbalance,medium,16945.5401,292.1,0.5104,10956.0528,0.1231,28.7135,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city1_i18,city_1,3way,mild_imbalance,medium,11370.3224,190.8971,0.8399,11440.0871,0.1038,23.6236,0.1729,overflow,overflow-focused demand and capacity stress
default_sim,city2_i01,city_2,3way,severe_imbalance,high,30156.4914,514.7127,0.4982,11729.0632,0.4019,93.804,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city2_i01,city_2,3way,severe_imbalance,high,20501.1349,347.4219,0.8371,12188.7477,0.3449,78.6064,0.1878,overflow,overflow-focused demand and capacity stress
default_sim,city2_i02,city_2,4way,severe_imbalance,high,31476.9747,542.8462,0.4965,17992.2734,1.2828,299.4196,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city2_i02,city_2,4way,severe_imbalance,high,22263.7192,373.9539,0.8367,18697.4251,1.1016,251.0799,0.1882,overflow,overflow-focused demand and capacity stress
default_sim,city2_i03,city_2,4way,mild_imbalance,high,31720.0501,544.2985,0.4995,19112.2254,0.964,225.0133,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city2_i03,city_2,4way,mild_imbalance,high,21885.3026,367.0206,0.8374,19896.9562,0.8232,187.5107,0.183,overflow,overflow-focused demand and capacity stress
default_sim,city2_i04,city_2,3way,mild_imbalance,medium,17296.7254,295.1152,0.5104,10956.0528,0.1231,28.7135,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city2_i04,city_2,3way,mild_imbalance,medium,11568.8656,193.782,0.8399,11424.4759,0.1042,23.7166,0.1763,overflow,overflow-focused demand and capacity stress
default_sim,city3_i01,city_3,4way,balanced,medium,32000.2576,546.7044,0.4968,21279.0892,0.8137,189.9255,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city3_i01,city_3,4way,balanced,medium,21440.9802,358.6313,0.8368,22219.7978,0.6903,157.0744,0.1762,overflow,overflow-focused demand and capacity stress
default_sim,city3_i02,city_3,4way,mild_imbalance,medium,31709.4055,544.2071,0.4995,19112.2254,0.964,225.0133,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city3_i02,city_3,4way,mild_imbalance,medium,21027.5683,355.9936,0.8374,19942.9799,0.8184,186.2792,0.1773,overflow,overflow-focused demand and capacity stress
default_sim,city3_i03,city_3,3way,balanced,low,2289.8522,39.6523,0.5159,10956.0528,0.0751,17.533,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city3_i03,city_3,3way,balanced,low,1479.8155,25.2439,0.8411,11453.469,0.063,14.3453,0.1687,overflow,overflow-focused demand and capacity stress
default_sim,city3_i04,city_3,4way,mild_imbalance,medium,31399.6171,541.5473,0.4995,19112.2254,0.964,225.0133,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city3_i04,city_3,4way,mild_imbalance,medium,21201.6243,357.4615,0.8374,19942.9799,0.8184,186.2792,0.1773,overflow,overflow-focused demand and capacity stress
default_sim,city3_i05,city_3,4way,severe_imbalance,high,31944.5697,546.8609,0.4965,17992.2734,1.2828,299.4196,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city3_i05,city_3,4way,severe_imbalance,high,22343.5406,373.0959,0.8367,18714.8224,1.0991,250.4219,0.1859,overflow,overflow-focused demand and capacity stress
default_sim,city3_i06,city_3,3way,balanced,low,2341.3616,40.0946,0.5159,10956.0528,0.0751,17.533,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city3_i06,city_3,3way,balanced,low,1475.7231,25.2093,0.8411,11453.469,0.063,14.3453,0.1687,overflow,overflow-focused demand and capacity stress
default_sim,city3_i07,city_3,4way,balanced,medium,31815.1055,545.1147,0.4968,21279.0892,0.8137,189.9255,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city3_i07,city_3,4way,balanced,medium,21256.1227,357.0728,0.8368,22219.7978,0.6903,157.0744,0.1762,overflow,overflow-focused demand and capacity stress
default_sim,city3_i08,city_3,4way,mild_imbalance,medium,31258.364,540.3346,0.4995,19112.2254,0.964,225.0133,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city3_i08,city_3,4way,mild_imbalance,medium,21007.9775,355.8284,0.8374,19942.9799,0.8184,186.2792,0.1773,overflow,overflow-focused demand and capacity stress
default_sim,city3_i09,city_3,3way,mild_imbalance,medium,17083.0975,293.2811,0.5104,10956.0528,0.1231,28.7135,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city3_i09,city_3,3way,mild_imbalance,medium,11451.4319,192.1861,0.8399,11432.2815,0.104,23.6701,0.1746,overflow,overflow-focused demand and capacity stress
default_sim,city3_i10,city_3,4way,balanced,medium,31674.248,543.9053,0.4968,21279.0892,0.8137,189.9255,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city3_i10,city_3,4way,balanced,medium,20801.1484,353.237,0.8368,22219.7978,0.6903,157.0744,0.1762,overflow,overflow-focused demand and capacity stress
default_sim,city3_i11,city_3,4way,balanced,low,32031.3977,546.9717,0.4968,21279.0892,0.8137,189.9255,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city3_i11,city_3,4way,balanced,low,20544.0656,349.1879,0.8368,22245.1821,0.6883,156.5595,0.1734,overflow,overflow-focused demand and capacity stress
default_sim,city3_i12,city_3,4way,mild_imbalance,medium,31493.7258,542.3553,0.4995,19112.2254,0.964,225.0133,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city3_i12,city_3,4way,mild_imbalance,medium,20956.3656,355.3932,0.8374,19942.9799,0.8184,186.2792,0.1773,overflow,overflow-focused demand and capacity stress
default_sim,city3_i13,city_3,3way,severe_imbalance,high,29771.2018,509.2967,0.4992,11083.0039,0.3842,89.675,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city3_i13,city_3,3way,severe_imbalance,high,20417.3866,343.7381,0.8373,11528.0846,0.3288,74.92,0.1852,overflow,overflow-focused demand and capacity stress
default_sim,city3_i14,city_3,4way,balanced,medium,31381.292,541.39,0.4968,21279.0892,0.8137,189.9255,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city3_i14,city_3,4way,balanced,medium,21108.8495,355.8312,0.8368,22219.7978,0.6903,157.0744,0.1762,overflow,overflow-focused demand and capacity stress
default_sim,city3_i15,city_3,3way,balanced,low,2317.3358,39.8883,0.5159,10956.0528,0.0751,17.533,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city3_i15,city_3,3way,balanced,low,1485.1326,25.289,0.8411,11453.469,0.063,14.3453,0.1687,overflow,overflow-focused demand and capacity stress
default_sim,city3_i16,city_3,4way,mild_imbalance,medium,31174.3063,539.6129,0.4995,19112.2254,0.964,225.0133,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city3_i16,city_3,4way,mild_imbalance,medium,21563.8033,360.5158,0.8374,19942.9799,0.8184,186.2792,0.1773,overflow,overflow-focused demand and capacity stress
default_sim,city3_i17,city_3,4way,severe_imbalance,high,31797.1101,545.5948,0.4965,17992.2734,1.2828,299.4196,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city3_i17,city_3,4way,severe_imbalance,high,21912.3014,369.4654,0.8367,18714.8224,1.0991,250.4219,0.1859,overflow,overflow-focused demand and capacity stress
default_sim,city3_i18,city_3,3way,mild_imbalance,medium,17132.266,293.7032,0.5104,10956.0528,0.1231,28.7135,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city3_i18,city_3,3way,mild_imbalance,medium,11086.367,189.1008,0.8399,11432.2815,0.104,23.6701,0.1746,overflow,overflow-focused demand and capacity stress
default_sim,city3_i19,city_3,4way,balanced,medium,31148.7755,539.3936,0.4968,21279.0892,0.8137,189.9255,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city3_i19,city_3,4way,balanced,medium,21290.8522,357.3656,0.8368,22219.7978,0.6903,157.0744,0.1762,overflow,overflow-focused demand and capacity stress
default_sim,city3_i20,city_3,4way,balanced,low,31580.9858,543.1045,0.4968,21279.0892,0.8137,189.9255,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city3_i20,city_3,4way,balanced,low,21078.9221,353.6991,0.8368,22245.1821,0.6883,156.5595,0.1734,overflow,overflow-focused demand and capacity stress
default_sim,city3_i21,city_3,3way,mild_imbalance,medium,17325.0232,295.3582,0.5104,10956.0528,0.1231,28.7135,0.3158,overflow,overflow-focused demand and capacity stress
calibrated_sim_plus_domain_randomization_plus_opm,city3_i21,city_3,3way,mild_imbalance,medium,11234.055,190.3489,0.8399,11432.2815,0.104,23.6701,0.1746,overflow,overflow-focused demand and capacity stress
